,,DASE_C,,,,DASE_O,,,,AD_S,,,,POET_S,,,,NREL_S,,,,AD_N,,,,POET_N,,,,NREL_N,,,,CS_N,,,,GWC16,,,,GWC20,,,
,days,1P,2PS,2PP,3PP,1P.1,2PS.1,2PP.1,3PP.1,1P.2,2PS.2,2PP.2,3PP.2,1P.3,2PS.3,2PP.3,3PP.3,1P.4,2PS.4,2PP.4,3PP.4,1P.5,2PS.5,2PP.5,3PP.5,1P.6,2PS.6,2PP.6,3PP.6,1P.7,2PS.7,2PP.7,3PP.7,1P.8,2PS.8,2PP.8,3PP.8,1P.9,2PS.9,2PP.9,3PP.9,1P.10,2PS.10,2PP.10,3PP
468,34092,1199.219074,1499.774666,284.9007917,2724.908557,1198.988677,1505.33955,286.2542366,516.4419349,1202.893009,1382.975906,268.7940735,2025.484477,1208.770675,1267.105788,94.84135795,188.8959172,1280.328491,1496.052736,211.6691183,2955.731472,869.1838994,993.1639164,163.2978415,1457.741847,871.9914208,914.0473558,62.0703677,157.520169,907.0772676,1016.170284,138.4735792,1591.074434,880.8700177,1338.44856,375.9907362,518.3277359,540.8744049,542.5090484,56.854345,83.38646181,535.0962496,535.8902537,62.91597453,140.7727445
469,34165,1199.219074,1499.774756,284.9016337,2724.908557,1198.988677,1505.339708,286.2550717,516.4419349,1202.893009,1382.975907,268.7945539,2025.484656,1208.770675,1267.105941,94.84209597,188.8959175,1280.328491,1496.052736,211.6698765,2955.731472,869.1838994,993.1639244,163.2984555,1457.741849,871.9914209,914.047408,62.0710012,157.520169,907.0772676,1016.170284,138.4741222,1591.074434,880.8700177,1338.44856,375.991812,518.3277359,540.8744049,542.5090502,56.85447512,83.38652885,535.0962496,535.8902565,62.91608567,140.7727546
470,34238,1199.219074,1499.774842,284.9024757,2724.908557,1198.988677,1505.339862,286.2559069,516.4419349,1202.893009,1382.975908,268.7950342,2025.484834,1208.770675,1267.10609,94.84283399,188.8959179,1280.328491,1496.052736,211.6706348,2955.731472,869.1838994,993.1639322,163.2990695,1457.741851,871.9914209,914.0474587,62.0716347,157.520169,907.0772676,1016.170284,138.4746652,1591.074434,880.8700177,1338.44856,375.9928878,518.3277359,540.8744049,542.5090519,56.85460525,83.38659589,535.0962496,535.8902592,62.91619682,140.7727647
471,34311,1199.219074,1499.774927,284.9033177,2724.908557,1198.988677,1505.340012,286.256742,516.4419349,1202.893009,1382.97591,268.7955146,2025.485013,1208.770675,1267.106235,94.84357201,188.8959182,1280.328491,1496.052736,211.671393,2955.731472,869.1838994,993.1639397,163.2996835,1457.741853,871.9914209,914.047508,62.0722682,157.520169,907.0772676,1016.170284,138.4752082,1591.074434,880.8700177,1338.44856,375.9939636,518.3277359,540.8744049,542.5090536,56.85473538,83.38666293,535.0962496,535.8902618,62.91630796,140.7727748
472,34384,1199.219074,1499.775009,284.9041597,2724.908558,1198.988677,1505.340158,286.2575772,516.4419349,1202.893009,1382.975911,268.7959949,2025.485192,1208.770675,1267.106376,94.84431003,188.8959185,1280.328491,1496.052736,211.6721513,2955.731472,869.1838994,993.163947,163.3002975,1457.741855,871.9914209,914.047556,62.07290169,157.520169,907.0772676,1016.170284,138.4757511,1591.074434,880.8700177,1338.44856,375.9950394,518.3277359,540.8744049,542.5090552,56.8548655,83.38672996,535.0962497,535.8902644,62.9164191,140.7727849
473,34457,1199.219074,1499.775088,284.9050017,2724.908558,1198.988677,1505.340301,286.2584123,516.4419349,1202.893009,1382.975912,268.7964753,2025.485371,1208.770675,1267.106514,94.84504805,188.8959189,1280.328491,1496.052736,211.6729095,2955.731472,869.1838994,993.163954,163.3009115,1457.741857,871.9914209,914.0476027,62.07353519,157.520169,907.0772676,1016.170284,138.4762941,1591.074434,880.8700177,1338.44856,375.9961152,518.3277359,540.8744049,542.5090568,56.85499563,83.386797,535.0962497,535.8902668,62.91653025,140.772795
474,34530,1199.219074,1499.775166,284.9058437,2724.908558,1198.988677,1505.340439,286.2592475,516.4419349,1202.893009,1382.975913,268.7969557,2025.48555,1208.770675,1267.106648,94.84578606,188.8959192,1280.328491,1496.052736,211.6736678,2955.731472,869.1838994,993.1639609,163.3015254,1457.741859,871.991421,914.0476481,62.07416869,157.520169,907.0772676,1016.170284,138.4768371,1591.074434,880.8700177,1338.44856,375.997191,518.3277359,540.8744049,542.5090583,56.85512576,83.38686404,535.0962497,535.8902692,62.91664139,140.7728051
475,34603,1199.219074,1499.775242,284.9066857,2724.908559,1198.988677,1505.340575,286.2600826,516.4419349,1202.893009,1382.975914,268.797436,2025.485728,1208.770675,1267.106778,94.84652408,188.8959195,1280.328491,1496.052736,211.674426,2955.731472,869.1838994,993.1639675,163.3021394,1457.74186,871.991421,914.0476922,62.07480218,157.520169,907.0772676,1016.170284,138.4773801,1591.074434,880.8700177,1338.44856,375.9982668,518.3277359,540.874405,542.5090598,56.85525588,83.38693108,535.0962497,535.8902715,62.91675254,140.7728152
476,34676,1199.219074,1499.775315,284.9075277,2724.908559,1198.988677,1505.340707,286.2609178,516.4419349,1202.893009,1382.975915,268.7979164,2025.485907,1208.770675,1267.106906,94.84726209,188.8959198,1280.328491,1496.052736,211.6751843,2955.731472,869.1838994,993.1639739,163.3027534,1457.741862,871.991421,914.0477351,62.07543568,157.520169,907.0772676,1016.170284,138.4779231,1591.074434,880.8700177,1338.44856,375.9993425,518.3277359,540.874405,542.5090612,56.85538601,83.38699811,535.0962497,535.8902737,62.91686368,140.7728253
477,34749,1199.219074,1499.775387,284.9083697,2724.908559,1198.988677,1505.340835,286.2617529,516.4419349,1202.893009,1382.975916,268.7983967,2025.486086,1208.770675,1267.10703,94.84800011,188.8959202,1280.328491,1496.052736,211.6759425,2955.731472,869.1838994,993.1639801,163.3033674,1457.741864,871.991421,914.0477769,62.07606917,157.520169,907.0772676,1016.170284,138.478466,1591.074434,880.8700177,1338.44856,376.0004183,518.3277359,540.874405,542.5090626,56.85551613,83.38706515,535.0962497,535.8902758,62.91697482,140.7728354
478,34822,1199.219074,1499.775457,284.9092117,2724.908559,1198.988677,1505.34096,286.2625881,516.4419349,1202.893009,1382.975917,268.7988771,2025.486265,1208.770675,1267.10715,94.84873813,188.8959205,1280.328491,1496.052736,211.6767008,2955.731472,869.1838994,993.1639861,163.3039814,1457.741866,871.991421,914.0478175,62.07670266,157.5201691,907.0772676,1016.170284,138.479009,1591.074434,880.8700177,1338.44856,376.0014941,518.3277359,540.874405,542.5090639,56.85564626,83.38713219,535.0962497,535.8902779,62.91708597,140.7728455
479,34895,1199.219074,1499.775525,284.9100537,2724.90856,1198.988677,1505.341082,286.2634232,516.4419349,1202.893009,1382.975918,268.7993574,2025.486443,1208.770675,1267.107268,94.84947614,188.8959208,1280.328491,1496.052736,211.677459,2955.731472,869.1838994,993.1639919,163.3045954,1457.741868,871.991421,914.047857,62.07733616,157.5201691,907.0772676,1016.170284,138.479552,1591.074434,880.8700177,1338.44856,376.0025699,518.3277359,540.874405,542.5090652,56.85577639,83.38719923,535.0962497,535.8902799,62.91719711,140.7728556
480,34968,1199.219074,1499.775591,284.9108957,2724.90856,1198.988677,1505.341201,286.2642584,516.4419349,1202.893009,1382.975919,268.7998378,2025.486622,1208.770675,1267.107383,94.85021415,188.8959211,1280.328491,1496.052736,211.6782173,2955.731472,869.1838994,993.1639976,163.3052093,1457.74187,871.991421,914.0478954,62.07796965,157.5201691,907.0772676,1016.170284,138.480095,1591.074434,880.8700177,1338.44856,376.0036457,518.3277359,540.874405,542.5090664,56.85590651,83.38726626,535.0962497,535.8902818,62.91730825,140.7728657
481,35041,1199.219074,1499.775655,284.9117377,2724.90856,1198.988677,1505.341317,286.2650935,516.4419349,1202.893009,1382.975919,268.8003181,2025.486801,1208.770675,1267.107494,94.85095217,188.8959215,1280.328491,1496.052736,211.6789755,2955.731472,869.1838994,993.164003,163.3058233,1457.741872,871.991421,914.0479327,62.07860314,157.5201691,907.0772676,1016.170284,138.480638,1591.074434,880.8700177,1338.44856,376.0047214,518.3277359,540.874405,542.5090676,56.85603664,83.3873333,535.0962497,535.8902837,62.9174194,140.7728758
482,35114,1199.219074,1499.775717,284.9125797,2724.90856,1198.988677,1505.34143,286.2659286,516.4419349,1202.893009,1382.97592,268.8007985,2025.48698,1208.770675,1267.107603,94.85169018,188.8959218,1280.328491,1496.052736,211.6797338,2955.731472,869.1838994,993.1640083,163.3064373,1457.741874,871.9914211,914.047969,62.07923664,157.5201691,907.0772676,1016.170284,138.4811809,1591.074434,880.8700177,1338.44856,376.0057972,518.3277359,540.874405,542.5090687,56.85616677,83.38740034,535.0962498,535.8902855,62.91753054,140.7728859
483,35187,1199.219074,1499.775778,284.9134217,2724.908561,1198.988677,1505.34154,286.2667638,516.4419349,1202.893009,1382.975921,268.8012788,2025.487158,1208.770675,1267.107709,94.85242819,188.8959221,1280.328491,1496.052736,211.680492,2955.731472,869.1838994,993.1640134,163.3070513,1457.741876,871.9914211,914.0480043,62.07987013,157.5201691,907.0772676,1016.170284,138.4817239,1591.074434,880.8700177,1338.44856,376.006873,518.3277359,540.874405,542.5090698,56.85629689,83.38746738,535.0962498,535.8902873,62.91764168,140.772896
484,35260,1199.219074,1499.775837,284.9142636,2724.908561,1198.988677,1505.341647,286.2675989,516.4419349,1202.893009,1382.975922,268.8017592,2025.487337,1208.770675,1267.107813,94.8531662,188.8959225,1280.328491,1496.052736,211.6812503,2955.731472,869.1838994,993.1640184,163.3076652,1457.741878,871.9914211,914.0480387,62.08050362,157.5201691,907.0772676,1016.170284,138.4822669,1591.074434,880.8700177,1338.44856,376.0079488,518.3277359,540.874405,542.5090709,56.85642702,83.38753441,535.0962498,535.890289,62.91775283,140.7729061
485,35333,1199.219074,1499.775895,284.9151056,2724.908561,1198.988677,1505.341751,286.2684341,516.4419349,1202.893009,1382.975923,268.8022396,2025.487516,1208.770675,1267.107913,94.85390422,188.8959228,1280.328491,1496.052736,211.6820085,2955.731472,869.1838994,993.1640232,163.3082792,1457.74188,871.9914211,914.0480721,62.08113711,157.5201691,907.0772676,1016.170284,138.4828099,1591.074434,880.8700177,1338.44856,376.0090245,518.3277359,540.874405,542.509072,56.85655715,83.38760145,535.0962498,535.8902906,62.91786397,140.7729162
486,35406,1199.219074,1499.775951,284.9159476,2724.908562,1198.988677,1505.341853,286.2692692,516.4419349,1202.893009,1382.975923,268.8027199,2025.487695,1208.770675,1267.108011,94.85464223,188.8959231,1280.328491,1496.052736,211.6827667,2955.731472,869.1838994,993.1640278,163.3088932,1457.741882,871.9914211,914.0481046,62.0817706,157.5201691,907.0772676,1016.170284,138.4833529,1591.074434,880.8700177,1338.44856,376.0101003,518.3277359,540.874405,542.509073,56.85668727,83.38766849,535.0962498,535.8902922,62.91797511,140.7729263
487,35479,1199.219074,1499.776006,284.9167896,2724.908562,1198.988677,1505.341952,286.2701044,516.4419349,1202.893009,1382.975924,268.8032003,2025.487873,1208.770675,1267.108107,94.85538024,188.8959234,1280.328491,1496.052736,211.683525,2955.731472,869.1838994,993.1640323,163.3095072,1457.741884,871.9914211,914.0481362,62.08240409,157.5201691,907.0772676,1016.170284,138.4838958,1591.074434,880.8700177,1338.44856,376.0111761,518.3277359,540.8744051,542.5090739,56.8568174,83.38773553,535.0962498,535.8902937,62.91808626,140.7729364
488,35552,1199.219074,1499.776059,284.9176316,2724.908562,1198.988677,1505.342049,286.2709395,516.4419349,1202.893009,1382.975925,268.8036806,2025.488052,1208.770675,1267.1082,94.85611825,188.8959238,1280.328491,1496.052736,211.6842832,2955.731472,869.1838994,993.1640367,163.3101211,1457.741886,871.9914211,914.0481669,62.08303758,157.5201691,907.0772676,1016.170284,138.4844388,1591.074434,880.8700177,1338.44856,376.0122518,518.3277359,540.8744051,542.5090749,56.85694752,83.38780256,535.0962498,535.8902952,62.9181974,140.7729465
489,35625,1199.219074,1499.77611,284.9184736,2724.908562,1198.988677,1505.342143,286.2717746,516.4419349,1202.893009,1382.975925,268.804161,2025.488231,1208.770675,1267.10829,94.85685626,188.8959241,1280.328491,1496.052736,211.6850415,2955.731472,869.1838994,993.1640409,163.3107351,1457.741888,871.9914211,914.0481968,62.08367107,157.5201691,907.0772676,1016.170284,138.4849818,1591.074434,880.8700177,1338.44856,376.0133276,518.3277359,540.8744051,542.5090758,56.85707765,83.3878696,535.0962498,535.8902966,62.91830854,140.7729566
490,35698,1199.219074,1499.776161,284.9193156,2724.908563,1198.988677,1505.342235,286.2726098,516.4419349,1202.893009,1382.975926,268.8046413,2025.48841,1208.770675,1267.108379,94.85759427,188.8959244,1280.328491,1496.052736,211.6857997,2955.731472,869.1838994,993.164045,163.3113491,1457.74189,871.9914211,914.0482258,62.08430455,157.5201691,907.0772676,1016.170284,138.4855248,1591.074434,880.8700177,1338.44856,376.0144033,518.3277359,540.8744051,542.5090766,56.85720778,83.38793664,535.0962498,535.890298,62.91841969,140.7729667
491,35771,1199.219074,1499.77621,284.9201575,2724.908563,1198.988677,1505.342324,286.2734449,516.4419349,1202.893009,1382.975926,268.8051217,2025.488588,1208.770675,1267.108465,94.85833227,188.8959248,1280.328491,1496.052736,211.6865579,2955.731472,869.1838994,993.164049,163.3119631,1457.741892,871.9914211,914.0482541,62.08493804,157.5201691,907.0772676,1016.170284,138.4860677,1591.074434,880.8700177,1338.44856,376.0154791,518.3277359,540.8744051,542.5090775,56.8573379,83.38800368,535.0962498,535.8902993,62.91853083,140.7729768
492,35844,1199.219074,1499.776257,284.9209995,2724.908563,1198.988677,1505.342411,286.2742801,516.4419349,1202.893009,1382.975927,268.805602,2025.488767,1208.770675,1267.108548,94.85907028,188.8959251,1280.328491,1496.052736,211.6873162,2955.731472,869.1838994,993.1640528,163.312577,1457.741894,871.9914211,914.0482816,62.08557153,157.5201691,907.0772676,1016.170284,138.4866107,1591.074434,880.8700177,1338.44856,376.0165548,518.3277359,540.8744051,542.5090783,56.85746803,83.38807071,535.0962498,535.8903006,62.91864197,140.7729869
493,35917,1199.219074,1499.776304,284.9218415,2724.908563,1198.988677,1505.342496,286.2751152,516.4419349,1202.893009,1382.975927,268.8060824,2025.488946,1208.770675,1267.10863,94.85980829,188.8959254,1280.328491,1496.052736,211.6880744,2955.731472,869.1838994,993.1640566,163.313191,1457.741895,871.9914211,914.0483083,62.08620502,157.5201691,907.0772676,1016.170284,138.4871537,1591.074434,880.8700177,1338.44856,376.0176306,518.3277359,540.8744051,542.5090791,56.85759815,83.38813775,535.0962498,535.8903019,62.91875312,140.772997
494,35990,1199.219074,1499.776349,284.9226835,2724.908564,1198.988677,1505.342579,286.2759503,516.4419349,1202.893009,1382.975928,268.8065627,2025.489125,1208.770675,1267.10871,94.8605463,188.8959257,1280.328491,1496.052736,211.6888327,2955.731472,869.1838994,993.1640602,163.313805,1457.741897,871.9914211,914.0483343,62.0868385,157.5201691,907.0772676,1016.170284,138.4876967,1591.074434,880.8700177,1338.44856,376.0187063,518.3277359,540.8744051,542.5090799,56.85772828,83.38820479,535.0962498,535.8903031,62.91886426,140.7730071
495,36063,1199.219074,1499.776393,284.9235255,2724.908564,1198.988677,1505.342659,286.2767855,516.4419349,1202.893009,1382.975928,268.8070431,2025.489303,1208.770675,1267.108787,94.8612843,188.8959261,1280.328491,1496.052736,211.6895909,2955.731472,869.1838994,993.1640636,163.314419,1457.741899,871.9914212,914.0483596,62.08747199,157.5201691,907.0772676,1016.170284,138.4882396,1591.074434,880.8700177,1338.44856,376.0197821,518.3277359,540.8744051,542.5090806,56.8578584,83.38827182,535.0962498,535.8903043,62.9189754,140.7730171
496,36136,1199.219074,1499.776435,284.9243674,2724.908564,1198.988677,1505.342738,286.2776206,516.4419349,1202.893009,1382.975929,268.8075234,2025.489482,1208.770675,1267.108863,94.86202231,188.8959264,1280.328491,1496.052736,211.6903491,2955.731472,869.1838994,993.164067,163.3150329,1457.741901,871.9914212,914.0483841,62.08810547,157.5201691,907.0772676,1016.170284,138.4887826,1591.074434,880.8700177,1338.44856,376.0208578,518.3277359,540.8744051,542.5090813,56.85798853,83.38833886,535.0962498,535.8903054,62.91908655,140.7730272
497,36209,1199.219074,1499.776477,284.9252094,2724.908565,1198.988677,1505.342814,286.2784557,516.4419349,1202.893009,1382.975929,268.8080038,2025.489661,1208.770675,1267.108936,94.86276032,188.8959267,1280.328491,1496.052736,211.6911074,2955.731472,869.1838994,993.1640703,163.3156469,1457.741903,871.9914212,914.0484081,62.08873896,157.5201691,907.0772676,1016.170284,138.4893256,1591.074434,880.8700177,1338.44856,376.0219336,518.3277359,540.8744051,542.509082,56.85811866,83.3884059,535.0962498,535.8903065,62.91919769,140.7730373
498,36282,1199.219074,1499.776517,284.9260514,2724.908565,1198.988677,1505.342889,286.2792909,516.4419349,1202.893009,1382.97593,268.8084841,2025.48984,1208.770675,1267.109008,94.86349832,188.895927,1280.328491,1496.052736,211.6918656,2955.731472,869.1838994,993.1640735,163.3162609,1457.741905,871.9914212,914.0484313,62.08937244,157.5201691,907.0772676,1016.170284,138.4898686,1591.074434,880.8700177,1338.44856,376.0230093,518.3277359,540.8744051,542.5090826,56.85824878,83.38847294,535.0962498,535.8903076,62.91930883,140.7730474
499,36355,1199.219074,1499.776557,284.9268934,2724.908565,1198.988677,1505.342962,286.280126,516.4419349,1202.893009,1382.97593,268.8089645,2025.490019,1208.770675,1267.109078,94.86423633,188.8959274,1280.328491,1496.052736,211.6926239,2955.731472,869.1838994,993.1640765,163.3168748,1457.741907,871.9914212,914.0484539,62.09000593,157.5201691,907.0772676,1016.170284,138.4904115,1591.074434,880.8700177,1338.44856,376.024085,518.3277359,540.8744051,542.5090833,56.85837891,83.38853997,535.0962498,535.8903086,62.91941997,140.7730575
500,36428,1199.219074,1499.776595,284.9277354,2724.908565,1198.988677,1505.343032,286.2809611,516.4419349,1202.893009,1382.975931,268.8094448,2025.490197,1208.770675,1267.109146,94.86497433,188.8959277,1280.328491,1496.052736,211.6933821,2955.731472,869.1838994,993.1640795,163.3174888,1457.741909,871.9914212,914.0484759,62.09063941,157.5201691,907.0772676,1016.170284,138.4909545,1591.074434,880.8700177,1338.44856,376.0251608,518.3277359,540.8744051,542.5090839,56.85850903,83.38860701,535.0962498,535.8903096,62.91953112,140.7730676
