,,DASE_C,,,,DASE_O,,,,AD_S,,,,POET_S,,,,NREL_S,,,,AD_N,,,,POET_N,,,,NREL_N,,,,CS_N,,,,GWC16,,,,GWC20,,,
,days,1P,2PS,2PP,3PP,1P.1,2PS.1,2PP.1,3PP.1,1P.2,2PS.2,2PP.2,3PP.2,1P.3,2PS.3,2PP.3,3PP.3,1P.4,2PS.4,2PP.4,3PP.4,1P.5,2PS.5,2PP.5,3PP.5,1P.6,2PS.6,2PP.6,3PP.6,1P.7,2PS.7,2PP.7,3PP.7,1P.8,2PS.8,2PP.8,3PP.8,1P.9,2PS.9,2PP.9,3PP.9,1P.10,2PS.10,2PP.10,3PP
254,18470,1199.219074,1498.653837,284.7205889,2724.908498,1198.988677,1503.769102,286.0754987,516.4419349,1202.893009,1382.880238,268.6912718,2025.446221,1208.769614,1265.529523,94.68341068,188.8958471,1280.328491,1496.052649,211.5068402,2955.731472,869.1838994,992.9233809,163.1664375,1457.741431,871.9833943,913.3104508,61.93478764,157.5201682,907.0772676,1016.17026,138.3573717,1591.074433,880.8700177,1338.44856,375.7604614,518.3277359,540.8687443,542.423223,56.82649707,83.37211553,535.0909796,535.780274,62.89218916,140.7705836
255,18543,1199.219074,1498.684028,284.721431,2724.908499,1198.988677,1503.809404,286.076334,516.4419349,1202.893009,1382.883701,268.6917522,2025.4464,1208.769671,1265.570293,94.6841488,188.8958474,1280.328491,1496.052654,211.5075986,2955.731472,869.1838994,992.9309694,163.1670515,1457.741433,871.9837539,913.3307568,61.93542124,157.5201682,907.0772676,1016.170262,138.3579148,1591.074433,880.8700177,1338.44856,375.7615377,518.3277359,540.8689952,542.4261371,56.82662721,83.37218257,535.0912144,535.783899,62.89230031,140.7705937
256,18616,1199.219074,1498.713408,284.7222732,2724.908499,1198.988677,1503.848676,286.0771692,516.4419349,1202.893009,1382.887039,268.6922326,2025.446579,1208.769724,1265.610013,94.68488692,188.8958477,1280.328491,1496.052659,211.508357,2955.731472,869.1838994,992.9383187,163.1676656,1457.741435,871.9840974,913.3505046,61.93605485,157.5201682,907.0772676,1016.170263,138.3584578,1591.074433,880.8700177,1338.44856,375.762614,518.3277359,540.869235,542.4289523,56.82675734,83.37224961,535.0914387,535.7874046,62.89241146,140.7706038
257,18689,1199.219074,1498.742,284.7231153,2724.908499,1198.988677,1503.886944,286.0780045,516.4419349,1202.893009,1382.890256,268.692713,2025.446758,1208.769775,1265.648709,94.68562504,188.8958481,1280.328491,1496.052664,211.5091153,2955.731472,869.1838994,992.9454364,163.1682797,1457.741437,871.9844255,913.3697097,61.93668845,157.5201682,907.0772676,1016.170265,138.3590009,1591.074433,880.8700177,1338.44856,375.7636903,518.3277359,540.8694641,542.431672,56.82688748,83.37231665,535.091653,535.7907948,62.89252261,140.7706139
258,18762,1199.219074,1498.769823,284.7239574,2724.908499,1198.988677,1503.924233,286.0788398,516.4419349,1202.893009,1382.893356,268.6931934,2025.446937,1208.769824,1265.686408,94.68636317,188.8958484,1280.328491,1496.052669,211.5098737,2955.731472,869.1838994,992.9523298,163.1688938,1457.741439,871.9847389,913.388387,61.93732205,157.5201682,907.0772676,1016.170266,138.359544,1591.074433,880.8700177,1338.44856,375.7647666,518.3277359,540.8696831,542.4342994,56.82701761,83.37238369,535.0918578,535.7940733,62.89263376,140.770624
259,18835,1199.219074,1498.796899,284.7247996,2724.9085,1198.988677,1503.96057,286.0796751,516.4419349,1202.893009,1382.896344,268.6936738,2025.447115,1208.769869,1265.723136,94.68710129,188.8958487,1280.328491,1496.052673,211.5106321,2955.731472,869.1838994,992.9590059,163.1695079,1457.741441,871.9850383,913.4065509,61.93795566,157.5201682,907.0772676,1016.170267,138.360087,1591.074433,880.8700177,1338.44856,375.7658429,518.3277359,540.8698923,542.4368376,56.82714775,83.37245073,535.0920535,535.7972438,62.89274491,140.770634
260,18908,1199.219074,1498.823248,284.7256417,2724.9085,1198.988677,1503.995978,286.0805104,516.4419349,1202.893009,1382.899224,268.6941542,2025.447294,1208.769913,1265.758917,94.68783941,188.895849,1280.328491,1496.052677,211.5113904,2955.731472,869.1838994,992.9654717,163.170122,1457.741443,871.9853243,913.4242155,61.93858926,157.5201682,907.0772676,1016.170268,138.3606301,1591.074433,880.8700177,1338.44856,375.7669192,518.3277359,540.8700923,542.4392897,56.82727788,83.37251777,535.0922404,535.8003099,62.89285606,140.7706441
261,18981,1199.219074,1498.84889,284.7264839,2724.9085,1198.988677,1504.03048,286.0813457,516.4419349,1202.893009,1382.902,268.6946346,2025.447473,1208.769954,1265.793776,94.68857753,188.8958494,1280.328491,1496.052681,211.5121488,2955.731472,869.1838994,992.9717337,163.1707361,1457.741445,871.9855975,913.4413947,61.93922286,157.5201682,907.0772676,1016.170269,138.3611732,1591.074433,880.8700177,1338.44856,375.7679955,518.3277359,540.8702835,542.4416586,56.82740801,83.37258481,535.092419,535.803275,62.8929672,140.7706542
262,19054,1199.219074,1498.873842,284.727326,2724.908501,1198.988677,1504.064101,286.082181,516.4419349,1202.893009,1382.904675,268.695115,2025.447652,1208.769992,1265.827737,94.68931565,188.8958497,1280.328491,1496.052684,211.5129071,2955.731472,869.1838994,992.9777983,163.1713502,1457.741447,871.9858584,913.4581016,61.93985646,157.5201682,907.0772676,1016.17027,138.3617162,1591.074433,880.8700177,1338.44856,375.7690717,518.3277359,540.8704661,542.4439472,56.82753815,83.37265185,535.0925897,535.8061424,62.89307835,140.7706643
263,19127,1199.219074,1498.898125,284.7281681,2724.908501,1198.988677,1504.096862,286.0830163,516.4419349,1202.893009,1382.907254,268.6955955,2025.44783,1208.770029,1265.860823,94.69005377,188.89585,1280.328491,1496.052688,211.5136655,2955.731472,869.1838994,992.9836718,163.1719643,1457.741449,871.9861076,913.4743494,61.94049006,157.5201682,907.0772676,1016.170271,138.3622593,1591.074433,880.8700177,1338.44856,375.770148,518.3277359,540.8706407,542.446158,56.82766828,83.37271889,535.0927527,535.8089154,62.8931895,140.7706744
264,19200,1199.219074,1498.921755,284.7290103,2724.908501,1198.988677,1504.128786,286.0838516,516.4419349,1202.893009,1382.909739,268.6960759,2025.448009,1208.770064,1265.893056,94.69079189,188.8958504,1280.328491,1496.052691,211.5144239,2955.731472,869.1838994,992.9893602,163.1725783,1457.741451,871.9863457,913.4901507,61.94112366,157.5201682,907.0772676,1016.170272,138.3628024,1591.074433,880.8700177,1338.44856,375.7712243,518.3277359,540.8708075,542.4482939,56.82779842,83.37278593,535.0929085,535.8115971,62.89330065,140.7706845
265,19273,1199.219074,1498.944751,284.7298524,2724.908501,1198.988677,1504.159894,286.0846869,516.4419349,1202.893009,1382.912135,268.6965563,2025.448188,1208.770096,1265.924459,94.69153,188.8958507,1280.328491,1496.052694,211.5151822,2955.731472,869.1838994,992.9948694,163.1731924,1457.741453,871.9865731,913.5055176,61.94175726,157.5201682,907.0772676,1016.170273,138.3633454,1591.074433,880.8700177,1338.44856,375.7723006,518.3277359,540.870967,542.4503573,56.82792855,83.37285297,535.0930574,535.8141905,62.8934118,140.7706946
266,19346,1199.219074,1498.967129,284.7306945,2724.908502,1198.988677,1504.190206,286.0855221,516.4419349,1202.893009,1382.914443,268.6970367,2025.448367,1208.770127,1265.955052,94.69226812,188.895851,1280.328491,1496.052696,211.5159406,2955.731472,869.1838994,993.0002049,163.1738065,1457.741454,871.9867903,913.5204621,61.94239086,157.5201682,907.0772676,1016.170274,138.3638885,1591.074433,880.8700177,1338.44856,375.7733768,518.3277359,540.8711194,542.4523506,56.82805868,83.37292001,535.0931996,535.8166984,62.89352295,140.7707047
267,19419,1199.219074,1498.988906,284.7315367,2724.908502,1198.988677,1504.219744,286.0863574,516.4419349,1202.893009,1382.916668,268.6975171,2025.448545,1208.770157,1265.984857,94.69300624,188.8958513,1280.328491,1496.052699,211.5166989,2955.731472,869.1838994,993.0053722,163.1744206,1457.741456,871.9869978,913.534996,61.94302446,157.5201682,907.0772676,1016.170274,138.3644315,1591.074433,880.8700177,1338.44856,375.7744531,518.3277359,540.871265,542.4542763,56.82818882,83.37298705,535.0933355,535.8191238,62.8936341,140.7707148
268,19492,1199.219074,1499.010098,284.7323788,2724.908502,1198.988677,1504.248527,286.0871927,516.4419349,1202.893009,1382.918813,268.6979975,2025.448724,1208.770185,1266.013894,94.69374436,188.8958517,1280.328491,1496.052701,211.5174573,2955.731472,869.1838994,993.0103768,163.1750347,1457.741458,871.987196,913.5491303,61.94365806,157.5201682,907.0772676,1016.170275,138.3649746,1591.074433,880.8700177,1338.44856,375.7755294,518.3277359,540.8714042,542.4561367,56.82831895,83.37305409,535.0934653,535.8214693,62.89374525,140.7707249
269,19565,1199.219074,1499.030721,284.7332209,2724.908502,1198.988677,1504.276574,286.088028,516.4419349,1202.893009,1382.92088,268.6984779,2025.448903,1208.770211,1266.042183,94.69448247,188.895852,1280.328491,1496.052704,211.5182157,2955.731472,869.1838994,993.0152236,163.1756488,1457.74146,871.9873853,913.5628762,61.94429165,157.5201682,907.0772676,1016.170276,138.3655177,1591.074433,880.8700177,1338.44856,375.7766056,518.3277359,540.8715372,542.4579339,56.82844908,83.37312113,535.0935894,535.8237375,62.8938564,140.770735
270,19638,1199.219074,1499.050791,284.734063,2724.908503,1198.988677,1504.303904,286.0888633,516.4419349,1202.893009,1382.922872,268.6989583,2025.449082,1208.770236,1266.069743,94.69522059,188.8958523,1280.328491,1496.052706,211.518974,2955.731472,869.1838994,993.0199176,163.1762628,1457.741462,871.9875661,913.5762443,61.94492525,157.5201682,907.0772676,1016.170276,138.3660607,1591.074433,880.8700177,1338.44856,375.7776819,518.3277359,540.8716643,542.4596702,56.82857922,83.37318817,535.0937079,535.825931,62.89396755,140.7707451
271,19711,1199.219074,1499.070321,284.7349052,2724.908503,1198.988677,1504.330535,286.0896986,516.4419349,1202.893009,1382.924793,268.6994387,2025.44926,1208.770259,1266.096593,94.6959587,188.8958526,1280.328491,1496.052708,211.5197324,2955.731472,869.1838994,993.0244637,163.1768769,1457.741464,871.9877389,913.5892449,61.94555885,157.5201682,907.0772676,1016.170277,138.3666038,1591.074433,880.8700177,1338.44856,375.7787581,518.3277359,540.8717858,542.4613475,56.82870935,83.37325521,535.0938211,535.8280523,62.8940787,140.7707552
272,19784,1199.219074,1499.089327,284.7357473,2724.908503,1198.988677,1504.356486,286.0905338,516.4419349,1202.893009,1382.926643,268.6999191,2025.449439,1208.770282,1266.122751,94.69669682,188.895853,1280.328491,1496.05271,211.5204907,2955.731472,869.1838994,993.0288666,163.177491,1457.741466,871.9879039,913.6018882,61.94619244,157.5201682,907.0772676,1016.170277,138.3671468,1591.074433,880.8700177,1338.44856,375.7798344,518.3277359,540.8719018,542.462968,56.82883948,83.37332225,535.0939293,535.8301037,62.89418984,140.7707653
273,19857,1199.219074,1499.107822,284.7365894,2724.908504,1198.988677,1504.381773,286.0913691,516.4419349,1202.893009,1382.928427,268.7003995,2025.449618,1208.770303,1266.148235,94.69743493,188.8958533,1280.328491,1496.052711,211.5212491,2955.731472,869.1838994,993.0331307,163.1781051,1457.741468,871.9880615,913.6141841,61.94682604,157.5201682,907.0772676,1016.170278,138.3676899,1591.074433,880.8700177,1338.44856,375.7809106,518.3277359,540.8720128,542.4645334,56.82896962,83.37338929,535.0940327,535.8320875,62.89430099,140.7707754
274,19930,1199.219074,1499.12582,284.7374316,2724.908504,1198.988677,1504.406414,286.0922044,516.4419349,1202.893009,1382.930146,268.7008799,2025.449797,1208.770323,1266.173062,94.69817305,188.8958536,1280.328491,1496.052713,211.5220074,2955.731472,869.1838994,993.0372604,163.1787192,1457.74147,871.988212,913.6261419,61.94745963,157.5201682,907.0772676,1016.170278,138.368233,1591.074433,880.8700177,1338.44856,375.7819869,518.3277359,540.8721188,542.4660457,56.82909975,83.37345633,535.0941315,535.834006,62.89441214,140.7707855
275,20003,1199.219074,1499.143335,284.7382737,2724.908504,1198.988677,1504.430425,286.0930397,516.4419349,1202.893009,1382.931803,268.7013603,2025.449976,1208.770342,1266.197249,94.69891116,188.895854,1280.328491,1496.052714,211.5227658,2955.731472,869.1838994,993.04126,163.1793333,1457.741472,871.9883558,913.6377711,61.94809323,157.5201683,907.0772676,1016.170278,138.368776,1591.074433,880.8700177,1338.44856,375.7830631,518.3277359,540.8722202,542.4675067,56.82922989,83.37352337,535.0942259,535.8358614,62.89452329,140.7707956
276,20076,1199.219074,1499.16038,284.7391158,2724.908504,1198.988677,1504.453822,286.093875,516.4419349,1202.893009,1382.9334,268.7018407,2025.450154,1208.77036,1266.220814,94.69964927,188.8958543,1280.328491,1496.052716,211.5235241,2955.731472,869.1838994,993.0451335,163.1799473,1457.741474,871.9884932,913.6490807,61.94872682,157.5201683,907.0772676,1016.170279,138.3693191,1591.074433,880.8700177,1338.44856,375.7841394,518.3277359,540.872317,542.4689181,56.82936002,83.37359041,535.094316,535.8376556,62.89463444,140.7708057
277,20149,1199.219074,1499.176967,284.7399579,2724.908505,1198.988677,1504.476621,286.0947102,516.4419349,1202.893009,1382.93494,268.7023211,2025.450333,1208.770377,1266.24377,94.70038738,188.8958546,1280.328491,1496.052717,211.5242825,2955.731472,869.1838994,993.0488849,163.1805614,1457.741476,871.9886244,913.6600795,61.94936042,157.5201683,907.0772676,1016.170279,138.3698621,1591.074433,880.8700177,1338.44856,375.7852156,518.3277359,540.8724096,542.4702817,56.82949015,83.37365745,535.0944022,535.8393907,62.89474559,140.7708158
278,20222,1199.219074,1499.193109,284.7408001,2724.908505,1198.988677,1504.498837,286.0955455,516.4419349,1202.893009,1382.936423,268.7028015,2025.450512,1208.770393,1266.266136,94.7011255,188.8958549,1280.328491,1496.052718,211.5250409,2955.731472,869.1838994,993.0525182,163.1811755,1457.741478,871.9887497,913.6707759,61.94999401,157.5201683,907.0772676,1016.17028,138.3704052,1591.074433,880.8700177,1338.44856,375.7862919,518.3277359,540.872498,542.4715989,56.82962029,83.37372448,535.0944845,535.8410687,62.89485674,140.7708259
279,20295,1199.219074,1499.208817,284.7416422,2724.908505,1198.988677,1504.520486,286.0963808,516.4419349,1202.893009,1382.937853,268.7032819,2025.450691,1208.770408,1266.287925,94.70186361,188.8958553,1280.328491,1496.052719,211.5257992,2955.731472,869.1838994,993.0560369,163.1817896,1457.74148,871.9888694,913.6811784,61.9506276,157.5201683,907.0772676,1016.17028,138.3709483,1591.074433,880.8700177,1338.44856,375.7873681,518.3277359,540.8725825,542.4728715,56.82975042,83.37379152,535.0945632,535.8426914,62.89496789,140.770836
280,20368,1199.219074,1499.224103,284.7424843,2724.908505,1198.988677,1504.541581,286.0972161,516.4419349,1202.893009,1382.939231,268.7037623,2025.450869,1208.770422,1266.309153,94.70260172,188.8958556,1280.328491,1496.05272,211.5265576,2955.731472,869.1838994,993.0594447,163.1824036,1457.741482,871.9889837,913.6912949,61.95126119,157.5201683,907.0772676,1016.17028,138.3714913,1591.074433,880.8700177,1338.44856,375.7884443,518.3277359,540.8726633,542.4741009,56.82988055,83.37385856,535.0946383,535.8442607,62.89507903,140.7708461
281,20441,1199.219074,1499.238978,284.7433264,2724.908506,1198.988677,1504.562137,286.0980513,516.4419349,1202.893009,1382.940559,268.7042427,2025.451048,1208.770436,1266.329833,94.70333983,188.8958559,1280.328491,1496.052721,211.5273159,2955.731472,869.1838994,993.0627451,163.1830177,1457.741484,871.989093,913.7011334,61.95189478,157.5201683,907.0772676,1016.17028,138.3720344,1591.074433,880.8700177,1338.44856,375.7895206,518.3277359,540.8727405,542.4752886,56.83001069,83.3739256,535.0947101,535.8457782,62.89519018,140.7708562
282,20514,1199.219074,1499.253454,284.7441686,2724.908506,1198.988677,1504.582167,286.0988866,516.4419349,1202.893009,1382.94184,268.7047231,2025.451227,1208.770449,1266.349981,94.70407794,188.8958563,1280.328491,1496.052722,211.5280743,2955.731472,869.1838994,993.0659416,163.1836318,1457.741486,871.9891973,913.7107015,61.95252838,157.5201683,907.0772676,1016.170281,138.3725774,1591.074433,880.8700177,1338.44856,375.7905968,518.3277359,540.8728143,542.4764359,56.83014082,83.37399264,535.0947787,535.8472459,62.89530133,140.7708663
283,20587,1199.219074,1499.267542,284.7450107,2724.908506,1198.988677,1504.601685,286.0997219,516.4419349,1202.893009,1382.943074,268.7052035,2025.451406,1208.770461,1266.369609,94.70481605,188.8958566,1280.328491,1496.052723,211.5288326,2955.731472,869.1838994,993.0690372,163.1842459,1457.741488,871.989297,913.7200066,61.95316197,157.5201683,907.0772676,1016.170281,138.3731205,1591.074433,880.8700177,1338.44856,375.791673,518.3277359,540.8728848,542.4775444,56.83027095,83.37405968,535.0948443,535.8486651,62.89541248,140.7708764
284,20660,1199.219074,1499.28125,284.7458528,2724.908506,1198.988677,1504.620705,286.1005572,516.4419349,1202.893009,1382.944263,268.7056839,2025.451584,1208.770472,1266.388732,94.70555416,188.8958569,1280.328491,1496.052724,211.529591,2955.731472,869.1838994,993.0720354,163.18486,1457.741489,871.9893921,913.7290559,61.95379556,157.5201683,907.0772676,1016.170281,138.3736635,1591.074433,880.8700177,1338.44856,375.7927493,518.3277359,540.8729522,542.4786152,56.83040109,83.37412672,535.0949069,535.8500376,62.89552363,140.7708865
285,20733,1199.219074,1499.294591,284.7466949,2724.908507,1198.988677,1504.639238,286.1013924,516.4419349,1202.893009,1382.945409,268.7061643,2025.451763,1208.770483,1266.407362,94.70629227,188.8958572,1280.328491,1496.052725,211.5303493,2955.731472,869.1838994,993.074939,163.185474,1457.741491,871.9894831,913.7378565,61.95442915,157.5201683,907.0772676,1016.170281,138.3742066,1591.074433,880.8700177,1338.44856,375.7938255,518.3277359,540.8730166,542.4796497,56.83053122,83.37419376,535.0949667,535.851365,62.89563478,140.7708966
286,20806,1199.219074,1499.307574,284.747537,2724.908507,1198.988677,1504.657298,286.1022277,516.4419349,1202.893009,1382.946514,268.7066447,2025.451942,1208.770494,1266.425512,94.70703037,188.8958576,1280.328491,1496.052726,211.5311077,2955.731472,869.1838994,993.0777511,163.1860881,1457.741493,871.9895699,913.7464153,61.95506273,157.5201683,907.0772676,1016.170281,138.3747496,1591.074433,880.8700177,1338.44856,375.7949017,518.3277359,540.8730782,542.480649,56.83066135,83.3742608,535.0950239,535.8526486,62.89574593,140.7709067
287,20879,1199.219074,1499.320207,284.7483792,2724.908507,1198.988677,1504.674895,286.103063,516.4419349,1202.893009,1382.947579,268.7071251,2025.452121,1208.770503,1266.443194,94.70776848,188.8958579,1280.328491,1496.052726,211.531866,2955.731472,869.1838994,993.0804746,163.1867022,1457.741495,871.9896529,913.7547388,61.95569632,157.5201683,907.0772676,1016.170282,138.3752927,1591.074433,880.8700177,1338.44856,375.7959779,518.3277359,540.873137,542.4816145,56.83079148,83.37432784,535.0950785,535.8538899,62.89585707,140.7709168
288,20952,1199.219074,1499.332502,284.7492213,2724.908508,1198.988677,1504.692043,286.1038983,516.4419349,1202.893009,1382.948605,268.7076055,2025.4523,1208.770513,1266.460421,94.70850659,188.8958582,1280.328491,1496.052727,211.5326243,2955.731472,869.1838994,993.0831123,163.1873163,1457.741497,871.9897321,913.7628335,61.95632991,157.5201683,907.0772676,1016.170282,138.3758358,1591.074433,880.8700177,1338.44856,375.7970542,518.3277359,540.8731932,542.4825472,56.83092162,83.37439488,535.0951307,535.8550903,62.89596822,140.7709269
289,21025,1199.219074,1499.344466,284.7500634,2724.908508,1198.988677,1504.708753,286.1047335,516.4419349,1202.893009,1382.949594,268.7080859,2025.452478,1208.770521,1266.477204,94.7092447,188.8958585,1280.328491,1496.052727,211.5333827,2955.731472,869.1838994,993.0856669,163.1879303,1457.741499,871.9898078,913.7707058,61.9569635,157.5201683,907.0772676,1016.170282,138.3763788,1591.074433,880.8700177,1338.44856,375.7981304,518.3277359,540.8732469,542.4834483,56.83105175,83.37446192,535.0951806,535.8562512,62.89607937,140.770937
290,21098,1199.219074,1499.356109,284.7509055,2724.908508,1198.988677,1504.725036,286.1055688,516.4419349,1202.893009,1382.950547,268.7085663,2025.452657,1208.77053,1266.493554,94.7099828,188.8958589,1280.328491,1496.052728,211.534141,2955.731472,869.1838994,993.0881409,163.1885444,1457.741501,871.9898801,913.7783616,61.95759709,157.5201683,907.0772676,1016.170282,138.3769219,1591.074433,880.8700177,1338.44856,375.7992066,518.3277359,540.8732983,542.4843188,56.83118188,83.37452896,535.0952282,535.8573739,62.89619052,140.7709471
291,21171,1199.219074,1499.367439,284.7517476,2724.908508,1198.988677,1504.740902,286.1064041,516.4419349,1202.893009,1382.951466,268.7090467,2025.452836,1208.770537,1266.509483,94.71072091,188.8958592,1280.328491,1496.052729,211.5348994,2955.731472,869.1838994,993.090537,163.1891585,1457.741503,871.9899492,913.7858071,61.95823067,157.5201683,907.0772676,1016.170282,138.3774649,1591.074433,880.8700177,1338.44856,375.8002828,518.3277359,540.8733474,542.4851597,56.83131202,83.374596,535.0952738,535.8584596,62.89630167,140.7709572
292,21244,1199.219074,1499.378465,284.7525897,2724.908509,1198.988677,1504.756363,286.1072393,516.4419349,1202.893009,1382.952352,268.7095271,2025.453015,1208.770545,1266.525001,94.71145901,188.8958595,1280.328491,1496.052729,211.5356577,2955.731472,869.1838994,993.0928575,163.1897725,1457.741505,871.9900152,913.7930479,61.95886426,157.5201683,907.0772676,1016.170282,138.378008,1591.074433,880.8700177,1338.44856,375.801359,518.3277359,540.8733943,542.4859721,56.83144215,83.37466304,535.0953173,535.8595096,62.89641282,140.7709673
293,21317,1199.219074,1499.389195,284.7534319,2724.908509,1198.988677,1504.771428,286.1080746,516.4419349,1202.893009,1382.953205,268.7100075,2025.453193,1208.770552,1266.54012,94.71219712,188.8958599,1280.328491,1496.05273,211.5364161,2955.731472,869.1838994,993.095105,163.1903866,1457.741507,871.9900782,913.8000897,61.95949784,157.5201683,907.0772676,1016.170282,138.378551,1591.074433,880.8700177,1338.44856,375.8024352,518.3277359,540.8734391,542.486757,56.83157228,83.37473008,535.0953588,535.8605249,62.89652397,140.7709774
294,21390,1199.219074,1499.399637,284.754274,2724.908509,1198.988677,1504.786109,286.1089099,516.4419349,1202.893009,1382.954028,268.7104879,2025.453372,1208.770558,1266.554849,94.71293522,188.8958602,1280.328491,1496.05273,211.5371744,2955.731472,869.1838994,993.0972816,163.1910007,1457.741509,871.9901384,913.806938,61.96013143,157.5201683,907.0772676,1016.170283,138.3790941,1591.074433,880.8700177,1338.44856,375.8035114,518.3277359,540.8734819,542.4875152,56.83170242,83.37479712,535.0953985,535.8615068,62.89663511,140.7709875
295,21463,1199.219074,1499.409798,284.7551161,2724.908509,1198.988677,1504.800414,286.1097451,516.4419349,1202.893009,1382.954821,268.7109683,2025.453551,1208.770565,1266.569198,94.71367332,188.8958605,1280.328491,1496.05273,211.5379328,2955.731472,869.1838994,993.0993896,163.1916148,1457.741511,871.9901959,913.813598,61.96076501,157.5201683,907.0772676,1016.170283,138.3796371,1591.074433,880.8700177,1338.44856,375.8045876,518.3277359,540.8735228,542.4882477,56.83183255,83.37486415,535.0954365,535.8624564,62.89674626,140.7709976
296,21536,1199.219074,1499.419686,284.7559582,2724.90851,1198.988677,1504.814353,286.1105804,516.4419349,1202.893009,1382.955585,268.7114487,2025.45373,1208.770571,1266.583178,94.71441143,188.8958608,1280.328491,1496.052731,211.5386911,2955.731472,869.1838994,993.1014312,163.1922288,1457.741513,871.9902508,913.820075,61.9613986,157.5201683,907.0772676,1016.170283,138.3801802,1591.074433,880.8700177,1338.44856,375.8056638,518.3277359,540.873562,542.4889553,56.83196268,83.37493119,535.0954727,535.8633747,62.89685741,140.7710077
297,21609,1199.219074,1499.429309,284.7568003,2724.90851,1198.988677,1504.827936,286.1114157,516.4419349,1202.893009,1382.956322,268.7119291,2025.453908,1208.770576,1266.596798,94.71514953,188.8958612,1280.328491,1496.052731,211.5394495,2955.731472,869.1838994,993.1034084,163.1928429,1457.741515,871.9903033,913.826374,61.96203218,157.5201683,907.0772676,1016.170283,138.3807232,1591.074433,880.8700177,1338.44856,375.80674,518.3277359,540.8735993,542.4896389,56.83209281,83.37499823,535.0955074,535.8642628,62.89696856,140.7710178
298,21682,1199.219074,1499.438674,284.7576424,2724.90851,1198.988677,1504.841172,286.1122509,516.4419349,1202.893009,1382.957031,268.7124095,2025.454087,1208.770582,1266.610066,94.71588763,188.8958615,1280.328491,1496.052731,211.5402078,2955.731472,869.1838994,993.1053233,163.193457,1457.741517,871.9903534,913.8324999,61.96266576,157.5201683,907.0772676,1016.170283,138.3812663,1591.074433,880.8700177,1338.44856,375.8078162,518.3277359,540.8736351,542.4902993,56.83222295,83.37506527,535.0955404,535.8651216,62.89707971,140.7710279
299,21755,1199.219074,1499.447786,284.7584845,2724.908511,1198.988677,1504.85407,286.1130862,516.4419349,1202.893009,1382.957716,268.7128898,2025.454266,1208.770587,1266.622993,94.71662573,188.8958618,1280.328491,1496.052732,211.5409661,2955.731472,869.1838994,993.1071779,163.194071,1457.741519,871.9904013,913.8384573,61.96329935,157.5201683,907.0772676,1016.170283,138.3818093,1591.074433,880.8700177,1338.44856,375.8088924,518.3277359,540.8736692,542.4909373,56.83235308,83.37513231,535.0955721,535.8659521,62.89719086,140.771038
300,21828,1199.219074,1499.456655,284.7593266,2724.908511,1198.988677,1504.866638,286.1139215,516.4419349,1202.893009,1382.958375,268.7133702,2025.454445,1208.770591,1266.635586,94.71736384,188.8958622,1280.328491,1496.052732,211.5417245,2955.731472,869.1838994,993.108974,163.1946851,1457.741521,871.990447,913.8442511,61.96393293,157.5201684,907.0772676,1016.170283,138.3823524,1591.074433,880.8700177,1338.44856,375.8099686,518.3277359,540.8737018,542.4915537,56.83248321,83.37519935,535.0956023,535.8667553,62.897302,140.7710481
301,21901,1199.219074,1499.465284,284.7601688,2724.908511,1198.988677,1504.878885,286.1147567,516.4419349,1202.893009,1382.959011,268.7138506,2025.454623,1208.770596,1266.647855,94.71810194,188.8958625,1280.328491,1496.052732,211.5424828,2955.731472,869.1838994,993.1107135,163.1952992,1457.741522,871.9904907,913.8498856,61.96456651,157.5201684,907.0772676,1016.170283,138.3828954,1591.074433,880.8700177,1338.44856,375.8110448,518.3277359,540.873733,542.4921492,56.83261334,83.37526639,535.0956311,535.867532,62.89741315,140.7710582
302,21974,1199.219074,1499.473683,284.7610109,2724.908511,1198.988677,1504.890818,286.115592,516.4419349,1202.893009,1382.959623,268.714331,2025.454802,1208.7706,1266.659808,94.71884004,188.8958628,1280.328491,1496.052733,211.5432412,2955.731472,869.1838994,993.1123982,163.1959132,1457.741524,871.9905324,913.8553652,61.96520009,157.5201684,907.0772676,1016.170283,138.3834385,1591.074433,880.8700177,1338.44856,375.812121,518.3277359,540.8737628,542.4927244,56.83274348,83.37533343,535.0956587,535.8682832,62.8975243,140.7710683
303,22047,1199.219074,1499.481855,284.761853,2724.908512,1198.988677,1504.902447,286.1164273,516.4419349,1202.893009,1382.960214,268.7148114,2025.454981,1208.770604,1266.671453,94.71957814,188.8958631,1280.328491,1496.052733,211.5439995,2955.731472,869.1838994,993.1140298,163.1965273,1457.741526,871.9905722,913.8606942,61.96583367,157.5201684,907.0772676,1016.170283,138.3839815,1591.074433,880.8700177,1338.44856,375.8131972,518.3277359,540.8737913,542.4932801,56.83287361,83.37540047,535.0956851,535.8690096,62.89763545,140.7710784
304,22120,1199.219074,1499.489808,284.7626951,2724.908512,1198.988677,1504.913778,286.1172625,516.4419349,1202.893009,1382.960783,268.7152918,2025.45516,1208.770608,1266.682798,94.72031624,188.8958635,1280.328491,1496.052733,211.5447578,2955.731472,869.1838994,993.11561,163.1971414,1457.741528,871.9906103,913.8658768,61.96646725,157.5201684,907.0772676,1016.170283,138.3845246,1591.074433,880.8700177,1338.44856,375.8142734,518.3277359,540.8738185,542.493817,56.83300374,83.37546751,535.0957102,535.869712,62.8977466,140.7710885
